year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,585,0.0,0,0,585,0,585,0,585
2020,2,462,0.0,0,0,462,0,462,0,462
2020,3,460,0.0,0,0,460,0,460,0,460
2020,4,307,0.0,0,0,307,0,307,0,307
2020,5,397,0.0,0,0,397,0,397,0,397
2020,6,616,37000.0,0,1,615,0,616,0,616
2020,7,577,966000.0,0,1,576,0,577,0,577
2020,8,411,0.0,0,0,411,0,411,0,411
2020,9,484,0.0,0,0,484,0,484,0,484
2020,10,488,0.0,0,0,488,0,488,0,488
2020,11,378,250000.0,0,1,377,0,378,0,378
2020,12,1181,0.0,0,0,1181,0,1181,0,1181
2021,1,607,0.0,0,0,607,0,607,0,607
2021,2,386,0.0,0,0,386,0,386,0,386
2021,3,451,0.0,0,0,451,0,451,0,451
2021,4,495,0.0,0,0,495,0,495,0,495
2021,5,438,0.0,0,0,438,0,438,0,438
2021,6,457,7264400.0,0,1,456,0,457,0,457
2021,7,476,0.0,0,0,476,0,476,0,476
2021,8,484,0.0,0,0,484,0,484,0,484
2021,9,491,23.38,0,1,490,0,491,0,491
2021,10,492,0.0,0,0,492,0,492,0,492
2021,11,649,4912628.0,0,2,647,0,649,0,649
2021,12,1146,0.0,0,0,1146,0,1146,0,1146
2022,1,599,29999.86,0,1,598,0,599,0,599
2022,2,629,398098.68,0,2,627,0,629,0,629
2022,3,538,328100.0,0,1,537,0,538,0,538
2022,4,554,60000.0,0,1,553,0,554,0,554
2022,5,535,6460.0,0,1,534,0,535,0,535
2022,6,601,430050.1,0,2,599,0,601,0,601
2022,7,567,315456.76,0,2,565,0,567,0,567
2022,8,649,3884610.0,0,3,646,0,649,0,649
2022,9,523,3999720.0,0,2,521,0,523,0,523
2022,10,537,1000000.0,0,1,536,0,537,0,537
2022,11,480,0.0,0,0,480,0,480,0,480
2022,12,1092,62946.0,0,2,1090,0,1092,0,1092
2023,1,744,11537000.0,0,4,740,0,744,0,744
2023,2,447,1350000.0,0,1,446,0,447,0,447
2023,3,602,12202.0,0,1,601,0,602,0,602
2023,4,423,800000.0,0,1,422,0,423,0,423
2023,5,518,3688570.76,0,5,513,0,518,0,518
2023,6,534,6453860.0,0,3,531,0,534,0,534
2023,7,728,219870.98,0,1,727,0,728,0,728
2023,8,701,0.0,0,0,701,0,701,0,701
2023,9,544,108131.98000000001,0,4,540,0,544,0,544
2023,10,424,100000.0,0,1,423,0,424,0,424
2023,11,589,219870.98,0,1,588,0,589,0,589
2023,12,1162,84420.0,0,1,1161,0,1162,0,1162
2024,1,805,0.0,0,0,805,0,805,0,805
2024,2,747,110868.4,0,2,745,0,747,0,747
2024,3,724,0.0,0,0,724,0,724,0,724
2024,4,683,0.0,0,0,683,0,683,0,683
2024,5,541,0.0,0,0,541,0,541,0,541
2024,6,536,0.0,0,0,536,0,536,0,536
2024,7,716,200000.0,0,1,715,0,716,0,716
2024,8,599,0.0,0,0,599,0,599,0,599
2024,9,736,150000.0,0,1,735,0,736,0,736
2024,10,671,0.0,0,0,671,0,671,0,671
2024,11,744,0.0,0,0,744,0,744,0,744
2024,12,1424,0.0,0,0,1424,0,1424,0,1424
2025,1,926,3092800.55,0,7,919,0,926,0,926
2025,2,679,169886.4,0,2,677,0,679,0,679
2025,3,689,100000.0,0,1,688,0,689,0,689
2025,4,693,2312000.0,0,2,691,0,693,0,693
2025,5,717,203000.0,0,3,714,0,717,0,717
2025,6,714,0.0,0,0,714,0,714,0,714
2025,7,828,0.0,0,0,828,0,828,0,828
2025,8,637,320540.0,0,1,636,0,637,0,637
2025,9,729,0.0,0,0,729,0,729,0,729
2025,10,722,9202.0,0,1,721,0,722,0,722
2025,11,650,0.0,0,0,650,0,650,0,650
2025,12,1248,253772.07,0,1,1247,0,1248,0,1248
2026,1,687,0.0,0,0,687,0,687,0,687
2026,2,845,0.0,0,0,845,0,845,0,845
2026,3,748,0.0,0,0,748,0,748,0,748
2026,4,757,99.76,0,2,755,0,757,0,757
2026,5,326,199996.5,0,1,325,0,326,0,326
