ada,contract_id,decision_type,amount,issue_date
Ψ2ΖΠΟΡ10-ΡΩΣ,contract:b853f22724fd,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,30080.29,1578009600000
ΩΗΓΣΟΡ10-ΛΝΙ,contract:b853f22724fd,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,30019.56,2020-03-05
ΩΦΕ4ΟΡ10-9ΓΕ,contract:b853f22724fd,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,30019.56,2020-05-19
6Σ87ΟΡ10-ΙΧ3,contract:b853f22724fd,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,29576.0,1592524800000
ΩΩΚΧΟΡ10-Α26,contract:b853f22724fd,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,29600.0,1592870400000
9ΗΞ3ΟΡ10-ΙΦΠ,contract:b853f22724fd,ΣΥΜΒΑΣΗ,29000.0,1603411200000
Ω3ΓΞΟΡ10-ΔΗΔ,contract:b853f22724fd,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,30000.0,2020-11-06
Ψ0ΝΖΟΡ10-75Π,contract:0ddffd43e328,ΣΥΜΒΑΣΗ,5193.55,1579046400000
ΩΗ0ΞΟΡ10-7ΒΦ,contract:0ddffd43e328,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,5202.0,2020-05-29
ΨΜ0ΤΟΡ10-Λ2Μ,contract:0ddffd43e328,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,5201.0,2020-08-04
ΨΠΕ4ΟΡ10-5ΕΗ,contract:6696bc756b6e,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,8190000.0,2020-01-15
9ΠΣΞΟΡ10-ΖΟΛ,contract:6696bc756b6e,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,8190000.0,2020-01-16
6ΚΠΓΟΡ10-ΨΞΠ,contract:33e89cb80bcb,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,58.06,1579132800000
ΩΗΩΘΟΡ10-ΜΥΩ,contract:33e89cb80bcb,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,57.08,2020-05-27
Ω5ΠΛΟΡ10-Μ1Ε,contract:910d94844b95,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,23366.2,1579132800000
ΨΕ19ΟΡ10-ΘΩΗ,contract:37868807e338,ΣΥΜΒΑΣΗ,8728.42,1579478400000
ΨΙΜΥΟΡ10-ΥΥΕ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,500.0,1579478400000
ΨΒ9ΑΟΡ10-ΙΚΝ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,475.4,1581379200000
6ΥΘΚΟΡ10-Τ7Π,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,500.0,1581638400000
ΨΕΨ7ΟΡ10-ΠΟΙ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,450.0,1581984000000
ΨΕΟΙΟΡ10-7ΡΒ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,500.0,1582243200000
ΩΥ4ΟΟΡ10-75Η,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,480.0,1583280000000
6ΗΛ5ΟΡ10-3ΦΒ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,449.21,1585699200000
ΩΧΜΜΟΡ10-ΝΒΖ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,458.18,1587513600000
ΩΥΚΠΟΡ10-ΒΔΤ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,508.77,1588118400000
6ΡΧ7ΟΡ10-ΖΥ2,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,460.0,1588550400000
ΩΗ47ΟΡ10-ΔΧΛ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,465.31,1589328000000
9ΩΟ6ΟΡ10-2ΛΕ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,452.94,1590105600000
ΨΩΚ3ΟΡ10-ΒΞ8,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,489.0,1590105600000
Ψ72ΙΟΡ10-1ΩΟ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,484.0,1591315200000
9ΠΕΣΟΡ10-ΣΗΓ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,507.42,1592265600000
9ΨΗΑΟΡ10-Β25,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,471.2,1593734400000
ΩΚ83ΟΡ10-0Γ9,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,496.0,1594166400000
6ΧΕ2ΟΡ10-Α4Α,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,496.0,1595376000000
ΨΜΟΕΟΡ10-Φ77,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,450.0,1595808000000
ΩΖΗ9ΟΡ10-Ι4Ο,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,450.0,1596585600000
6Β2ΤΟΡ10-ΗΔ6,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,448.73,1597968000000
6ΔΑΗΟΡ10-Δ9Η,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,458.03,1598227200000
Ψ5ΥΝΟΡ10-ΨΒΓ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,483.87,1598313600000
ΨΖΤ9ΟΡ10-Ρ9Φ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,446.4,1598486400000
6Ν5ΠΟΡ10-ΛΙΨ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,506.67,1598918400000
ΨΞΠ4ΟΡ10-ΛΗΧ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,490.0,1598918400000
9ΩΘ9ΟΡ10-ΖΓ2,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,496.0,1600387200000
Ω57ΗΟΡ10-ΜΗΟ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,442.74,1601424000000
ΩΓ9ΠΟΡ10-25Χ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,477.4,1601510400000
ΩΧΘΡΟΡ10-46Υ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,500.0,1601856000000
ΩΓΜ0ΟΡ10-ΔΓΚ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,496.0,1602115200000
ΩΨ7ΖΟΡ10-Δ68,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,458.8,1605571200000
674ΟΟΡ10-ΕΗ1,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,450.0,1608768000000
696ΠΟΡ10-0ΕΖ,contract:53f14dc49e4c,ΚΑΝΟΝΙΣΤΙΚΗ ΠΡΑΞΗ,499.8,2021-01-18
Ψ6ΤΠΟΡ10-4Ψ8,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,480.0,1614643200000
6ΧΧΟΟΡ10-8ΔΔ,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,496.0,1614729600000
ΨΜ90ΟΡ10-Μ78,contract:53f14dc49e4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,494.86,1618531200000
