year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,836,473676.22,1,22,814,1,835,493,343
2020,2,636,734488.48,17,59,577,17,619,356,280
2020,3,880,445142.64999999997,16,44,836,19,861,417,463
2020,4,745,858152.21,13,34,711,15,730,398,347
2020,5,955,355191.95999999996,19,27,928,24,931,212,743
2020,6,628,1043675.2799999999,18,45,583,18,610,212,416
2020,7,750,330858.51,39,54,696,45,705,324,426
2020,8,905,512635.29999999993,29,45,860,32,873,212,693
2020,9,722,424213.99,24,33,689,26,696,301,421
2020,10,623,231609.26,6,19,604,6,617,225,398
2020,11,932,1050485.27,12,27,905,16,916,294,638
2020,12,1584,1291595.96,29,50,1534,35,1549,490,1094
2021,1,526,5984481.909999999,11,25,501,11,515,274,252
2021,2,716,166464.78999999998,13,16,700,14,702,298,418
2021,3,724,655953.4299999999,20,36,688,27,697,350,374
2021,4,847,571833.4299999999,25,37,810,29,818,307,540
2021,5,703,747780.23,24,38,665,25,678,334,369
2021,6,689,1259019.84,27,41,648,30,659,247,442
2021,7,1008,395116.70999999996,18,26,982,20,988,313,695
2021,8,493,284961.58999999997,24,26,467,26,467,206,287
2021,9,803,960882.78,29,56,747,32,771,322,481
2021,10,866,823419.93,17,29,837,19,847,374,492
2021,11,1235,534571.4299999999,12,37,1198,16,1219,411,824
2021,12,1367,642482.9099999999,21,29,1338,22,1345,455,912
2022,1,686,80254.55000000002,7,12,674,7,679,459,227
2022,2,580,206126.03000000003,12,18,562,12,568,219,361
2022,3,1081,2386532.16,9,28,1053,9,1072,430,651
2022,4,981,441544.35,24,46,935,26,955,310,671
2022,5,1027,1161036.4900000002,14,23,1004,15,1012,256,771
2022,6,749,512914.81,24,29,720,26,723,239,510
2022,7,989,1514799.7200000002,13,20,969,13,976,582,407
2022,8,477,1356574.8,1,4,473,1,476,202,275
2022,9,794,2475151.92,27,40,754,28,766,371,423
2022,10,850,573648.31,14,35,815,15,835,432,418
2022,11,1114,192874.82,16,17,1097,16,1098,289,825
2022,12,1048,467613.16000000003,16,34,1014,20,1028,504,544
2023,1,743,182870.74,5,14,729,6,737,453,290
2023,2,947,598440.13,18,30,917,21,926,403,544
2023,3,1203,207691.7,11,19,1184,12,1191,503,700
2023,4,916,698712.4199999999,40,49,867,47,869,297,619
2023,5,981,268778.52,14,22,959,15,966,320,661
2023,6,949,936625.1199999999,35,53,896,39,910,323,626
2023,7,875,985834.1599999999,9,27,848,9,866,317,558
2023,8,589,694542.74,19,23,566,21,568,316,273
2023,9,996,181150.9,15,23,973,18,978,553,443
2023,10,1413,361866.08,13,20,1393,13,1400,552,861
2023,11,819,631432.87,20,27,792,22,797,403,416
2023,12,895,564737.62,16,21,874,19,876,334,561
2024,1,1023,326731.24,12,13,1010,12,1011,570,453
2024,2,1076,207760.40999999997,16,21,1055,20,1056,384,692
2024,3,867,380049.08999999997,27,28,839,28,839,322,545
2024,4,1438,351159.54000000004,30,38,1400,37,1401,417,1021
2024,5,862,476665.98,9,22,840,9,853,263,599
2024,6,883,464368.55000000005,20,26,857,21,862,384,499
2024,7,1070,1283933.4800000002,28,65,1005,30,1040,450,620
2024,8,742,460407.80000000005,22,26,716,24,718,277,465
2024,9,869,257873.67999999996,10,19,850,13,856,348,521
2024,10,1285,136786.33,9,12,1273,9,1276,570,715
2024,11,1019,933830.58,36,41,978,37,982,451,568
2024,12,1210,458967.31,19,27,1183,25,1185,533,677
2025,1,1032,341997.36,8,11,1021,8,1024,704,328
2025,2,1033,148455.52,14,14,1019,14,1019,319,714
2025,3,1047,1455130.99,24,35,1012,27,1020,379,668
2025,4,890,1395423.69,14,26,864,16,874,312,578
2025,5,1189,1541559.7200000002,28,49,1140,30,1159,506,683
2025,6,982,482620.19999999995,20,28,954,20,962,342,640
2025,7,790,1146523.56,11,30,760,15,775,234,556
2025,8,943,328873.61,22,25,918,23,920,363,580
2025,9,987,408098.56000000006,14,73,914,16,971,336,651
2025,10,777,1400263.1099999999,15,279,498,16,761,293,484
2025,11,770,1962813.5,47,233,537,53,717,249,521
2025,12,1136,12377630.77,33,496,640,34,1102,529,607
2026,1,712,19860357.519999996,2,444,268,2,710,517,195
2026,2,701,2312771.1999999997,21,168,533,22,679,182,519
2026,3,1127,3600840.4299999997,37,237,890,46,1081,251,876
2026,4,671,963033.76,22,177,494,26,645,202,469
2026,5,373,565917.4,19,178,195,21,352,189,184
