year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,660,71403.35,10,12,648,11,649,12,648
2020,2,753,649327.6,26,37,716,30,723,39,714
2020,3,669,666763.87,50,125,544,123,546,129,540
2020,4,541,1004526.7300000001,43,144,397,133,408,134,407
2020,5,624,7663643.0600000005,51,94,530,87,537,88,536
2020,6,899,913299.48,55,175,724,166,733,178,721
2020,7,811,722285.1199999999,59,144,667,139,672,146,665
2020,8,534,1354585.36,48,131,403,123,411,125,409
2020,9,816,287350.32999999996,40,126,690,122,694,122,694
2020,10,809,2973391.36,52,112,697,108,701,112,697
2020,11,902,8256920.34,63,161,741,138,764,147,755
2020,12,1080,2861237.81,66,143,937,120,960,137,943
2021,1,674,839308.9099999999,9,14,660,9,665,13,661
2021,2,526,8122977.220000001,9,18,508,11,515,13,513
2021,3,763,4432023.73,50,167,596,162,601,163,600
2021,4,784,1513029.65,43,100,684,97,687,99,685
2021,5,718,3151186.6300000004,55,136,582,128,590,130,588
2021,6,807,2791537.96,67,148,659,143,664,145,662
2021,7,837,3814718.4699999997,53,143,694,137,700,140,697
2021,8,517,3225843.41,36,73,444,69,448,71,446
2021,9,998,5586816.36,54,126,872,113,885,115,883
2021,10,812,1411079.02,47,103,709,90,722,103,709
2021,11,994,1265773.41,50,145,849,123,871,145,849
2021,12,1146,1577890.3599999999,61,116,1030,89,1057,114,1032
2022,1,747,2369487.66,4,13,734,4,743,11,736
2022,2,701,1795636.92,11,15,686,12,689,14,687
2022,3,794,3350960.4299999997,56,102,692,99,695,105,689
2022,4,819,761329.3200000001,49,76,743,72,747,76,743
2022,5,949,721339.1200000001,51,105,844,94,855,102,847
2022,6,957,1734956.0499999998,52,83,874,75,882,84,873
2022,7,781,6806661.4799999995,71,123,658,118,663,128,653
2022,8,814,295931.78,42,72,742,67,747,77,737
2022,9,1081,3451700.21,65,135,946,122,959,212,869
2022,10,765,4390347.04,47,96,669,85,680,92,673
2022,11,957,12269501.43,48,110,847,89,868,114,843
2022,12,1188,1986810.67,77,159,1029,126,1062,172,1016
2023,1,588,6637313.779999999,6,9,579,6,582,14,574
2023,2,813,10054358.94,19,30,783,22,791,29,784
2023,3,874,1573863.15,82,142,732,139,735,150,724
2023,4,816,506301.11,62,101,715,103,713,111,705
2023,5,868,2172043.77,62,113,755,108,760,118,750
2023,6,888,8755959.42,57,107,781,101,787,118,770
2023,7,768,879006.99,46,86,682,82,686,97,671
2023,8,747,7557613.98,38,110,637,107,640,112,635
2023,9,867,1003312.46,38,73,794,70,797,70,797
2023,10,702,14553638.14,42,93,609,83,619,90,612
2023,11,908,1551790.92,40,82,826,67,841,122,786
2023,12,1009,1738262.9500000002,61,115,894,91,918,117,892
2024,1,664,1331428.1,2,7,657,2,662,10,654
2024,2,752,5859041.96,14,20,732,17,735,19,733
2024,3,791,1296190.33,53,118,673,109,682,114,677
2024,4,797,468994.98999999993,56,88,709,86,711,93,704
2024,5,786,2430216.26,55,132,654,124,662,128,658
2024,6,684,6939337.6,42,100,584,86,598,100,584
2024,7,829,1812771.79,47,108,721,106,723,110,719
2024,8,615,391523.09,33,59,556,57,558,60,555
2024,9,876,5626231.850000001,41,96,780,89,787,92,784
2024,10,938,3543888.24,57,119,819,112,826,132,806
2024,11,745,1014661.74,55,115,630,108,637,125,620
2024,12,977,2154083.94,65,122,855,113,864,120,857
2025,1,583,2658909.5,2,5,578,2,581,8,575
2025,2,776,8472367.35,28,58,718,50,726,54,722
2025,3,668,7953063.67,41,74,594,68,600,72,596
2025,4,664,2462576.86,42,59,605,53,611,58,606
2025,5,897,3219239.1,50,88,809,84,813,87,810
2025,6,740,2821924.4200000004,50,86,654,76,664,80,660
2025,7,800,1098439.05,57,112,688,109,691,114,686
2025,8,620,269911.77,43,89,531,88,532,89,531
2025,9,876,647808.71,43,69,807,66,810,243,633
2025,10,776,453275.89,47,91,685,89,687,92,684
2025,11,819,798974.23,54,113,706,106,713,138,681
2025,12,939,1019101.28,72,105,834,102,837,104,835
2026,1,564,40644.96,5,6,558,5,559,37,527
2026,2,689,345295.57999999996,20,36,653,35,654,68,621
2026,3,724,5954988.15,34,74,650,71,653,72,652
2026,4,674,281031.86,62,111,563,111,563,111,563
2026,5,411,224639.50000000003,38,63,348,62,349,62,349
