year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,348,782871.9036,5,9,339,8,340,8,340
2020,2,316,544796.6799999999,11,29,287,20,296,32,284
2020,3,191,367886.53,13,20,171,19,172,20,171
2020,4,276,702952.25,15,23,253,20,256,24,252
2020,5,280,907883.5,14,28,252,22,258,30,250
2020,6,309,2571705.55,17,54,255,33,276,51,258
2020,7,256,1386636.99,21,46,210,29,227,46,210
2020,8,240,355592.27,7,15,225,9,231,16,224
2020,9,255,1212537.13,8,34,221,11,244,36,219
2020,10,191,226326.85,8,18,173,12,179,18,173
2020,11,266,151716.84,9,19,247,13,253,19,247
2020,12,853,356646.31999999995,13,38,815,22,831,37,816
2021,1,238,337398.22,8,20,218,17,221,19,219
2021,2,323,2281899.95,10,33,290,14,309,31,292
2021,3,434,991031.36,11,39,395,26,408,36,398
2021,4,374,1843876.5168,21,57,317,42,332,57,317
2021,5,215,461190.75,12,40,175,25,190,42,173
2021,6,318,2007015.19,16,37,281,25,293,40,278
2021,7,267,1248016.58,21,41,226,29,238,43,224
2021,8,225,89695.14000000001,7,15,210,7,218,15,210
2021,9,282,1530597.0899999999,13,39,243,17,265,44,238
2021,10,254,743739.55,19,46,208,35,219,83,171
2021,11,308,309088.36,13,24,284,19,289,29,279
2021,12,800,988025.87,17,40,760,34,766,42,758
2022,1,280,119251.78,2,8,272,2,278,9,271
2022,2,329,719241.6799999999,15,52,277,20,309,53,276
2022,3,448,1320133.5,20,71,377,37,411,74,374
2022,4,360,1783861.8,23,66,294,34,326,76,284
2022,5,412,3545348.97,23,62,350,43,369,98,314
2022,6,314,1276297.6500000001,19,59,255,33,281,62,252
2022,7,347,923890.16,16,40,307,32,315,41,306
2022,8,343,1533178.7899999998,23,98,245,72,271,99,244
2022,9,296,2349775.9799999995,20,55,241,40,256,56,240
2022,10,354,1328281.01,31,73,281,63,291,73,281
2022,11,375,1546360.33,42,73,302,68,307,73,302
2022,12,981,1043847.39,30,86,895,57,924,89,892
2023,1,375,129817.32,6,10,365,9,366,12,363
2023,2,228,1033069.54,25,53,175,38,190,53,175
2023,3,431,1019742.4299999999,24,54,377,45,386,94,337
2023,4,319,1167008.12,21,55,264,36,283,55,264
2023,5,305,1210169.5299999998,31,82,223,59,246,93,212
2023,6,317,698618.54,18,60,257,30,287,60,257
2023,7,323,1551815.81,28,76,247,62,261,76,247
2023,8,287,2264927.4299999997,29,86,201,51,236,91,196
2023,9,306,806511.6000000001,32,60,246,48,258,65,241
2023,10,257,1292668.6199999999,13,24,233,24,233,24,233
2023,11,313,12167622.959999999,18,43,270,31,282,43,270
2023,12,868,6558725.66,23,78,790,29,839,82,786
2024,1,355,374974.12,1,1,354,1,354,1,354
2024,2,267,1194429.53,4,3,264,4,263,4,263
2024,3,333,5946439.77,35,72,261,57,276,72,261
2024,4,331,5766963.09,19,62,269,36,295,62,269
2024,5,248,1086306.74,12,46,202,20,228,46,202
2024,6,230,1168205.44,28,61,169,54,176,61,169
2024,7,256,754590.42,24,54,202,38,218,58,198
2024,8,301,1706520.8099999998,13,61,240,17,284,64,237
2024,9,184,296594.79000000004,10,27,157,12,172,29,155
2024,10,292,741989.27,17,51,241,26,266,50,242
2024,11,297,893032.3999999999,14,49,248,26,271,49,248
2024,12,822,1452347.38,23,76,746,42,780,75,747
2025,1,216,29983.199999999997,1,3,213,2,214,3,213
2025,2,253,339151.3,2,16,237,3,250,16,237
2025,3,265,670420.6799999999,10,23,242,15,250,23,242
2025,4,385,827493.19,14,33,352,20,365,33,352
2025,5,351,508890.8300000001,12,44,307,20,331,44,307
2025,6,302,818048.8999999999,16,61,241,27,275,61,241
2025,7,278,1181646.98,15,65,213,30,248,66,212
2025,8,304,1850749.29,13,71,233,17,287,71,233
2025,9,254,3093485.15,13,37,217,24,230,37,217
2025,10,269,871888.36,22,53,216,36,233,53,216
2025,11,222,620224.76,9,32,190,16,206,32,190
2025,12,926,1776650.97,14,52,874,19,907,52,874
2026,1,74,0.0,0,0,74,0,74,0,74
2026,2,356,2626541.7499999995,5,14,342,7,349,13,343
2026,3,217,176236.01,8,16,201,9,208,17,200
2026,4,241,546508.23,8,37,204,14,227,37,204
2026,5,146,228907.5,7,23,123,14,132,23,123
