ada,contract_id,decision_type,amount,issue_date
66ΠΤΩΚ1-ΞΡΓ,contract:153feca65e57,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,6398.4,1577923200000
ΩΝΔΗΩΚ1-ΚΒ3,contract:153feca65e57,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,6398.4,1577923200000
6Η17ΩΚ1-2ΞΖ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,667.08,1577923200000
6459ΩΚ1-Μ1Θ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,545.6,1582675200000
6Θ6ΔΩΚ1-Ψ0Φ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,664.64,1582675200000
68ΚΔΩΚ1-8ΔΣ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,579.8,1583280000000
ΩΘΕΞΩΚ1-3ΦΚ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,749.6,1586908800000
6ΧΛ8ΩΚ1-ΟΨΙ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,748.96,1589500800000
6ΨΓ8ΩΚ1-Θ2Ψ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,600.0,1589500800000
ΨΚ80ΩΚ1-ΕΥ0,contract:9858fbcac282,ΣΥΜΒΑΣΗ,709.66,1592265600000
Ψ1ΠΑΩΚ1-ΤΛ3,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,637.4,1593129600000
ΩΘΟΒΩΚ1-ΠΚ1,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,744.0,1593475200000
Ψ6Λ2ΩΚ1-2ΜΙ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,669.6,1593993600000
Ω1Χ0ΩΚ1-2ΗΒ,contract:9858fbcac282,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,711.9,1593993600000
