ada,contract_id,decision_type,amount,issue_date
ΩΗΧΓΟΡΗ9-ΤΥΞ,contract:484668242a83,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,200.0,1579478400000
ΩΛΦΑΟΡΗ9-ΔΥ1,contract:a0cbca0f4100,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,500.0,2020-01-20
6ΞΟΧΟΡΗ9-ΞΨΩ,contract:a49a4ba4db60,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,248.0,1584316800000
9ΘΡ3ΟΡΗ9-6ΕΟ,contract:ef7deb7c12e8,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,2175.0,1589328000000
ΨΨΗ9ΟΡΗ9-69Ο,contract:1c2473ebfce8,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1100.0,1594598400000
Ψ8Ο6ΟΡΗ9-ΚΕΡ,contract:5ef05bd5d142,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1650.0,1596758400000
6ΞΦ9ΟΡΗ9-Ζ7Ρ,contract:d655f41d1660,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,16000.0,2020-08-07
68Π1ΟΡΗ9-ΝΒΜ,contract:511ce329c9ae,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4823.6,1599436800000
6Δ2ΨΟΡΗ9-Χ0Ν,contract:eb87248ba7a6,ΚΑΤΑΚΥΡΩΣΗ,74400.0,1603152000000
Ω20ΖΟΡΗ9-7ΕΩ,contract:45829526d4f2,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1000.0,1603152000000
ΩΗΩ2ΟΡΗ9-89Η,contract:000cec9c41ca,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1391.28,1604275200000
6ΒΣΓΟΡΗ9-ΘΡΑ,contract:1dbe10cebc5b,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,5084.0,1609113600000
6ΦΦΔΟΡΗ9-ΛΔΧ,contract:a1d55da6e570,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,500.0,2021-01-08
Ψ07ΜΟΡΗ9-ΔΩΖ,contract:f63eb4341b4c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,595.2,1616889600000
ΩΦ99ΟΡΗ9-ΓΟΝ,contract:fd3e6f69e115,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,2418.0,1616889600000
9ΝΩ2ΟΡΗ9-ΕΕΟ,contract:4f1958502e4d,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,300.0,2021-03-28
61Ω3ΟΡΗ9-1ΚΔ,contract:4f1958502e4d,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,300.0,2021-04-12
9Γ8ΨΟΡΗ9-ΜΝΗ,contract:77e23f91e826,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,9920.0,1621900800000
6ΑΕΘΟΡΗ9-ΙΑ5,contract:26cbbf24b6fd,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,15500.0,1635724800000
ΨΟ3ΑΟΡΗ9-ΨΝΕ,contract:24f6f38b535b,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,917.0,1635724800000
9ΦΖΣΟΡΗ9-ΒΩΨ,contract:09fb82567f6d,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,843.08,1638921600000
ΩΤΜΑΟΡΗ9-7ΒΜ,contract:307b0d54ec46,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,14000.0,2021-12-21
6Δ9ΞΟΡΗ9-ΠΥΦ,contract:0e181707b334,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,300.0,2022-01-03
Ψ9ΦΒΟΡΗ9-1ΦΜ,contract:0524dc6fc569,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,500.0,2022-01-19
6007ΟΡΗ9-ΞΔΣ,contract:bef972c5ec55,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,37200.0,1656460800000
ΨΘΑΟΟΡΗ9-ΗΚΑ,contract:73493d514f5a,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,14000.0,2022-06-29
65ΙΟΟΡΗ9-1ΗΨ,contract:212a213b1613,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,26800.0,1661990400000
Ψ7Β1ΟΡΗ9-5Θ2,contract:61641d52c8b1,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,482.5,1663632000000
9ΧΨΟΟΡΗ9-ΡΑΜ,contract:eecff5f4621f,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,5983.0,1665532800000
ΨΟΟΤΟΡΗ9-ΠΟΟ,contract:eecff5f4621f,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,6000.0,1681084800000
6ΔΒΖΟΡΗ9-Λ0Η,contract:77167a064b37,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,18200.0,1666656000000
Ω2Β0ΟΡΗ9-ΠΙΧ,contract:4613c71fee3e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,10000.0,1666656000000
Ρ9ΩΑΟΡΗ9-8ΤΣ,contract:9a4f7e364e7c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,16988.0,1677628800000
6ΟΖΞΟΡΗ9-Η91,contract:e2a14d41f4a4,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4993.48,1685577600000
96Γ3ΟΡΗ9-ΩΟ9,contract:cce176e9cfce,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,68200.0,1685577600000
ΨΖ7ΙΟΡΗ9-44Ζ,contract:5238892c0069,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,669.05,2023-07-24
ΡΗΒΚΟΡΗ9-Θ4Μ,contract:42aa76b51255,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,10000000.0,2024-05-16
9Β6ΝΟΡΗ9-1Μ2,contract:21b19ae86bd0,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,10540.0,1719446400000
ΕΟΟΚΟΡΗ9-Ψ4Υ,contract:8b84ee0c1027,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,9560.0,1719446400000
66ΩΝΟΡΗ9-Ε7Ψ,contract:18444e74fade,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,74400.0,1719792000000
Ψ4ΟΨΟΡΗ9-Μ26,contract:9657e6f7ef71,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,7000.0,1721001600000
ΨΠ7ΣΟΡΗ9-Β9Ν,contract:bead09c848b0,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,12400.0,1729468800000
