procurement_key,org,year,month,ada,issue_date,decision_type,subject,amount,amount_source,supplier_key,supplier_name,supplier_tax_id,signer,unit,url
proc:a10f7a4ffc6d,50226,2020,3,ΨΘΨΤΟΡΗ9-Ω45,2020-03-16,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/ΨΘΨΤΟΡΗ9-Ω45
proc:740a7e816fc5,50226,2020,4,6ΕΗΗΟΡΗ9-ΨΦΤ,2020-04-13,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,περί τροποποιήσεως (2ης παράτασης) της σύμβασης παροχής υπηρεσιών φύλαξης λιμένα Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/6ΕΗΗΟΡΗ9-ΨΦΤ
proc:dfbfe9c21e95,50226,2020,5,9ΘΡ3ΟΡΗ9-6ΕΟ,1589328000000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,περί της ανάθεσης των εργασιών προμήθειας και τοποθέτησης οικίσκου προστασίας του ηλεκτροπαραγωγού ζεύγους στο λιμένα Στυλίδας,2175.0,detail:extraFieldValues.awardAmount.amount,tax:044396534,,044396534,100058408,92806,https://diavgeia.gov.gr/doc/9ΘΡ3ΟΡΗ9-6ΕΟ
proc:4192544308f6,50226,2020,5,60Ξ3ΟΡΗ9-ΨΧΞ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Εκτέλεση εργασιών συντήρησης πρασίνου λιμένα Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/60Ξ3ΟΡΗ9-ΨΧΞ
proc:ed5ac76e1f18,50226,2020,5,69ΑΩΟΡΗ9-ΕΗΡ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί της υπογραφής προγραμματικών συμβάσεων αποκομιδής απορριμμάτων και καθαριότητας με το Δήμο Λοκρών,,,,,,,,https://diavgeia.gov.gr/doc/69ΑΩΟΡΗ9-ΕΗΡ
proc:4d3f8412349c,50226,2020,5,6ΗΧΖΟΡΗ9-7ΛΖ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Προμήθεια λαμπτήρων led για το Λιμεναρχείο Γλύφας,,,,,,,,https://diavgeia.gov.gr/doc/6ΗΧΖΟΡΗ9-7ΛΖ
proc:8f5d633e145e,50226,2020,5,6ΡΜ5ΟΡΗ9-1ΝΔ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Εκτέλεση εργασιών συντήρησης πρασίνου στις χερσαίες ζώνες λιμένων του Δήμου Λοκρών,,,,,,,,https://diavgeia.gov.gr/doc/6ΡΜ5ΟΡΗ9-1ΝΔ
proc:0ce813e462fe,50226,2020,5,96Β5ΟΡΗ9-8Γ2,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"έγκριση πίστωσης της αναθέσεως των εργασιών που αφορούν στην παροχή υπηρεσιών ασφαλείας (τηλεπιτήρησης) της λιμενικής εγκατάστασης Στυλίδας για διάστημα 12 μηνών, σύμφωνα με τις διατάξεις του κώδικα ασφαλείας ISPS",,,,,,,,https://diavgeia.gov.gr/doc/96Β5ΟΡΗ9-8Γ2
proc:2f2e351f373a,50226,2020,5,97Ε6ΟΡΗ9-ΦΤΞ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί της υπογραφής προγραμματικών συμβάσεων αποκομιδής απορριμμάτων και καθαριότητας με το Δήμο Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/97Ε6ΟΡΗ9-ΦΤΞ
proc:2757d2f09950,50226,2020,5,9ΕΣΩΟΡΗ9-ΔΑΔ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,καταβολή στο ΜΤΝ του ποσοστού του,,,,,,,,https://diavgeia.gov.gr/doc/9ΕΣΩΟΡΗ9-ΔΑΔ
proc:9e5d2dd1286d,50226,2020,5,ΨΚ9ΨΟΡΗ9-Ξ2Ξ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης προμήθειας ανταλλακτικών για την περιοδική συντήρηση του περιπολικού σκάφους του Λ/Χ Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/ΨΚ9ΨΟΡΗ9-Ξ2Ξ
proc:d9bd76290b64,50226,2020,5,ΨΦΓΜΟΡΗ9-3ΛΧ,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί προμήθειας ειδών αντιμετώπισης του κορωνοϊού COVID-19,,,,,,,,https://diavgeia.gov.gr/doc/ΨΦΓΜΟΡΗ9-3ΛΧ
proc:abe3c55f79d0,50226,2020,5,ΨΨ9ΗΟΡΗ9-27Ο,2020-05-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης για την άμεση αντιμετώπιση έκτακτων βλαβών που δεν κατονομάζονται ειδικά και που αφορούν τους λιμένες και αλιευτικά καταφύγια Δήμου Λοκρών,,,,,,,,https://diavgeia.gov.gr/doc/ΨΨ9ΗΟΡΗ9-27Ο
proc:2e71e24fd47d,50226,2020,5,ΨΟ14ΟΡΗ9-ΖΙΑ,2020-05-15,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/ΨΟ14ΟΡΗ9-ΖΙΑ
proc:0e67c1ad4e16,50226,2020,6,6ΧΦΝΟΡΗ9-ΦΒ1,2020-06-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/6ΧΦΝΟΡΗ9-ΦΒ1
proc:ba12774e80f3,50226,2020,6,ΩΙΦ9ΟΡΗ9-Φ3Π,2020-06-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί του λιμένα Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/ΩΙΦ9ΟΡΗ9-Φ3Π
proc:07e5efaad814,50226,2020,6,ΩΤΟΘΟΡΗ9-6Α6,2020-06-03,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/ΩΤΟΘΟΡΗ9-6Α6
proc:28a7826b8e62,50226,2020,6,ΩΕ8ΩΟΡΗ9-ΟΛ9,2020-06-11,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση υπερωριακής εργασίας της υπαλλήλου του Λιμενικού Ταμείου Φθ/δας για το Β΄ εξάμηνο 2020 έτους.,,,,,,,,https://diavgeia.gov.gr/doc/ΩΕ8ΩΟΡΗ9-ΟΛ9
proc:17de3949c76a,50226,2020,6,Ψ3Ω3ΟΡΗ9-ΧΙΥ,2020-06-23,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/Ψ3Ω3ΟΡΗ9-ΧΙΥ
proc:1354246a492d,50226,2020,6,ΩΘΣΗΟΡΗ9-Ι98,2020-06-23,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης κατασκευής ντουλάπας στο γραφείο του Προέδρου,,,,,,,,https://diavgeia.gov.gr/doc/ΩΘΣΗΟΡΗ9-Ι98
proc:074e1355b666,50226,2020,6,ΩΜΔΘΟΡΗ9-3ΨΙ,2020-06-23,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης αντικαταστάσεως ειδών υγιεινής τουαλετών λιμένα Σκάλας Αταλάντης και προμήθειας μπεκ ποτίσματος,,,,,,,,https://diavgeia.gov.gr/doc/ΩΜΔΘΟΡΗ9-3ΨΙ
proc:d58e640cd1a8,50226,2020,6,ΩΨΔ1ΟΡΗ9-764,2020-06-23,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης συμμετοχής σε σεμινάριο,,,,,,,,https://diavgeia.gov.gr/doc/ΩΨΔ1ΟΡΗ9-764
proc:27bcd80f777e,50226,2020,6,ΩΨΛΠΟΡΗ9-7ΞΠ,2020-06-23,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης για την προμήθεια υλικού για τηλεκπαίδευση-τηλεδιάσκεψη,,,,,,,,https://diavgeia.gov.gr/doc/ΩΨΛΠΟΡΗ9-7ΞΠ
proc:ef66e2805fd2,50226,2020,7,ΨΨΗ9ΟΡΗ9-69Ο,1594598400000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ανάθεση των εργασιών κατασκευής ντουλάπας αρχειοθέτησης,1100.0,detail:extraFieldValues.awardAmount.amount,tax:026707321,,026707321,100058408,92806,https://diavgeia.gov.gr/doc/ΨΨΗ9ΟΡΗ9-69Ο
proc:58c5a395b94e,50226,2020,7,65Λ3ΟΡΗ9-Χ03,2020-07-13,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,έγκριση των όρων διακήρυξης για την ανάθεση των εργασιών φύλαξης της λιμενικής εγκατάστασης Στυλίδας σύμφωνα με τις απαιτήσεις του κώδικα ISPS,,,,,,,,https://diavgeia.gov.gr/doc/65Λ3ΟΡΗ9-Χ03
proc:9431ef5a65ca,50226,2020,7,6Σ8ΒΟΡΗ9-54Ω,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/6Σ8ΒΟΡΗ9-54Ω
proc:302a25943d0e,50226,2020,7,6ΩΗΥΟΡΗ9-Σ1Ζ,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"Έγκριση δαπάνης για την αντιμετώπιση βλαβών στα αλιευτικά καταφύγια Αγίου Ιωάννη Θεολόγου, Σκάλας Αταλάντης και Λιβανατών",,,,,,,,https://diavgeia.gov.gr/doc/6ΩΗΥΟΡΗ9-Σ1Ζ
proc:85cadcdc2aaf,50226,2020,7,Ψ8Θ0ΟΡΗ9-ΦΨΖ,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης για την άμεση αντιμετώπιση ηλεκτρολογικής βλάβης στο λιμένα Αρκίτσας,,,,,,,,https://diavgeia.gov.gr/doc/Ψ8Θ0ΟΡΗ9-ΦΨΖ
proc:764d7a90037a,50226,2020,7,ΨΖΣΛΟΡΗ9-ΒΛΝ,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,καταβολή χαρτοσήμου και ΟΓΑ χαρτοσήμου παραχωρήσεων – δήλωση φόρου εισοδήματος του Λ.Τ.Φθιώτιδας,,,,,,,,https://diavgeia.gov.gr/doc/ΨΖΣΛΟΡΗ9-ΒΛΝ
proc:8b82b859ab82,50226,2020,7,ΨΖΥΕΟΡΗ9-ΟΡ2,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,έγκριση δαπάνης προμήθειας πινακίδων και τροχαίου υλικού για τις ανάγκες των λιμένων αρμοδιότητας του Λιμενικού Ταμείου Φθιώτιδας,,,,,,,,https://diavgeia.gov.gr/doc/ΨΖΥΕΟΡΗ9-ΟΡ2
proc:dcf376f4c86b,50226,2020,7,ΩΕΚΞΟΡΗ9-4Ξ5,2020-07-13,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης μετακίνηση του Προέδρου στο λιμένα Σκάλας Αταλάντης,,,,,,,,https://diavgeia.gov.gr/doc/ΩΕΚΞΟΡΗ9-4Ξ5
proc:17c6138cb68d,50226,2020,7,6Ν1ΠΟΡΗ9-ΘΟΡ,2020-07-27,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,,,,,,,,https://diavgeia.gov.gr/doc/6Ν1ΠΟΡΗ9-ΘΟΡ
proc:9ba96977ef03,50226,2020,8,Ψ8Ο6ΟΡΗ9-ΚΕΡ,1596758400000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,"περί της ανάθεσης των εργασιών επισκευής των δικτύων ηλεκτροφωτισμού λιμένων Σκάλας Αταλάντης, Λιβνατών και Αγίου Ιωάννη Θεολόγου",1650.0,detail:extraFieldValues.awardAmount.amount,tax:044722497,,044722497,100058408,92806,https://diavgeia.gov.gr/doc/Ψ8Ο6ΟΡΗ9-ΚΕΡ
proc:8fb8a214adc2,50226,2020,8,663ΒΟΡΗ9-ΞΔΧ,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,,,,,,,,https://diavgeia.gov.gr/doc/663ΒΟΡΗ9-ΞΔΧ
proc:d9d39cd60850,50226,2020,8,67ΣΛΟΡΗ9-2Δ9,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Περί προμήθειας ειδών υγιεινής και μπεκ για το λιμένα Σκάλας Αταλάντης,,,,,,,,https://diavgeia.gov.gr/doc/67ΣΛΟΡΗ9-2Δ9
proc:513b783b3362,50226,2020,8,6ΜΛ3ΟΡΗ9-ΙΡ1,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,συμμετοχή σε σεμινάριο,,,,,,,,https://diavgeia.gov.gr/doc/6ΜΛ3ΟΡΗ9-ΙΡ1
proc:a1152e2425c8,50226,2020,8,6ΞΦ9ΟΡΗ9-Ζ7Ρ,2020-08-07,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,"Έγκρισης 1ου ΑΠΕ σε ισοζύγιο του έργου «κατασκευή θέσης ανέλκυσης καθέλκυσης (γλίστρας) σκαφών Γλύφας Φθιώτιδας», προϋπολογισμού 16.000,00 ευρώ",16000.0,subject:trusted_budget_phrase,,,,,,https://diavgeia.gov.gr/doc/6ΞΦ9ΟΡΗ9-Ζ7Ρ
proc:c8f2a2bfefce,50226,2020,8,6ΥΨΣΟΡΗ9-21Δ,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,καταβολή στο ΜΤΝ του ποσοστού του,,,,,,,,https://diavgeia.gov.gr/doc/6ΥΨΣΟΡΗ9-21Δ
proc:da767ff3db6f,50226,2020,8,974ΤΟΡΗ9-ΧΚΟ,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί της επιστροφής ποσού στον Τσανσίζη Χρυσόστομο,,,,,,,,https://diavgeia.gov.gr/doc/974ΤΟΡΗ9-ΧΚΟ
proc:2fc0ee3de710,50226,2020,8,Ψ7ΥΕΟΡΗ9-ΓΤΔ,2020-08-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί αποκαταστάσεως φθορών πεζοδρομίου και λοιπών εγκαταστάσεων λιμένα Αρκίτσας,,,,,,,,https://diavgeia.gov.gr/doc/Ψ7ΥΕΟΡΗ9-ΓΤΔ
proc:dc6b06bf6232,50226,2020,8,Ω31ΨΟΡΗ9-ΒΗ1,2020-08-07,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,περί τροποποιήσεως (3ης παράτασης) της σύμβασης παροχής υπηρεσιών φύλαξης λιμένα Στυλίδας,,,,,,,,https://diavgeia.gov.gr/doc/Ω31ΨΟΡΗ9-ΒΗ1
proc:446f9421d82f,50226,2020,9,68Π1ΟΡΗ9-ΝΒΜ,1599436800000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,ανάθεση των εργασιών επισκευής-συντήρησης των θυρών του λιμένα Στυλίδας,4823.6,detail:extraFieldValues.awardAmount.amount,tax:011278629,,011278629,100058408,92806,https://diavgeia.gov.gr/doc/68Π1ΟΡΗ9-ΝΒΜ
proc:29d33436545f,50226,2020,9,68ΥΑΟΡΗ9-0Μ7,2020-09-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί γκρίσεως δαπάνης προμήθειας UPS για το σύστημα καταγραφής λιμένα Στυλίδας ως και των Η/Υ γραφείου ΛΤΦ,,,,,,,,https://diavgeia.gov.gr/doc/68ΥΑΟΡΗ9-0Μ7
proc:b85f8196da8e,50226,2020,9,6ΘΧΣΟΡΗ9-7ΧΡ,2020-09-07,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης συντήρησης του domain name της ιστοσελίδας  του Λιμενικού Ταμείου Φθιώτιδας,,,,,,,,https://diavgeia.gov.gr/doc/6ΘΧΣΟΡΗ9-7ΧΡ
