org,year,month,procurement_stage,ada,issue_date,decision_type,subject,url,amount,amount_source,supplier_name,supplier_tax_id,signer,unit
50449,2020,1,other,ΨΥ9ΜΟΡΥΑ-ΤΘΝ,1577923200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΙΣΗ ΤΩΝ ΟΧΗΜΑΤΩΝ ΔΕΥΑΚ ΕΤΟΥΣ 2020,https://diavgeia.gov.gr/doc/ΨΥ9ΜΟΡΥΑ-ΤΘΝ,8021.98,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,ΩΧΠΗΟΡΥΑ-ΚΔ6,1577923200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΘΕΡΜΑΝΣΗΣ ΓΙΑ ΚΑΛΥΨΗ ΛΕΙΤΟΥΡΓΙΚΩΝ ΑΝΑΓΚΩΝ ΤΗΣ ΕΓΚΑΤΑΣΤΑΣΗΣ Τ/Θ ΚΟΖΑΝΗΣ,https://diavgeia.gov.gr/doc/ΩΧΠΗΟΡΥΑ-ΚΔ6,160000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6ΑΤΥΟΡΥΑ-ΤΓΠ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,Ν.Π.Δ.Δ & ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ,https://diavgeia.gov.gr/doc/6ΑΤΥΟΡΥΑ-ΤΓΠ,2200000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6Ζ8ΟΟΡΥΑ-Κ6Ν,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΕΞΥΠΗΡΕΤΗΤΩΝ ΔΙΚΤΥΟΥ (SERVERS),https://diavgeia.gov.gr/doc/6Ζ8ΟΟΡΥΑ-Κ6Ν,9000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6ΠΑΗΟΡΥΑ-ΞΩΚ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΚΤΙΡΙΩΝ (ΑΠΟΘΗΚΕΣ ΔΕΥΑΚ),https://diavgeia.gov.gr/doc/6ΠΑΗΟΡΥΑ-ΞΩΚ,20845.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,9ΡΞΑΟΡΥΑ-ΠΥ2,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΠΡΟΜΗΘΕΥΤΕΣ ΠΡΟΗΓΟΥΜΕΝΗΣ ΧΡΗΣΗΣ,https://diavgeia.gov.gr/doc/9ΡΞΑΟΡΥΑ-ΠΥ2,1300000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,Ψ4ΝΠΟΡΥΑ-Α9Β,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΚΤΙΡΙΩΝ (ΓΡΑΦΕΙΩΝ ΔΕΥΑΚ),https://diavgeia.gov.gr/doc/Ψ4ΝΠΟΡΥΑ-Α9Β,44280.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,Ψ5Γ3ΟΡΥΑ-Ε1Θ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΠΡΟΜΗΘΕΙΑ ΜΠΑΤΑΡΙΩΝ ΛΙΘΙΟΥ R20D(B),https://diavgeia.gov.gr/doc/Ψ5Γ3ΟΡΥΑ-Ε1Θ,35700.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,Ψ8ΟΥΟΡΥΑ-ΔΥΖ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΠΙΜΟΡΦΩΣΗ ΠΡΟΣΩΠΙΚΟΥ,https://diavgeia.gov.gr/doc/Ψ8ΟΥΟΡΥΑ-ΔΥΖ,25000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,ΨΔΞΔΟΡΥΑ-ΦΦ7,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΜΙΣΘΩΣΗ ΘΕΣΕΩΝ ΣΤΑΘΜΕΥΣΗΣ ΑΥΤ/ΤΩΝ,https://diavgeia.gov.gr/doc/ΨΔΞΔΟΡΥΑ-ΦΦ7,72520.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,ΨΕΞ2ΟΡΥΑ-2ΟΜ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΞΟΔΑ ΕΚΤΟΣ ΕΔΡΑΣ,https://diavgeia.gov.gr/doc/ΨΕΞ2ΟΡΥΑ-2ΟΜ,21500.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,ΨΜΛ5ΟΡΥΑ-ΩΘΠ,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΥΠΗΡΕΣΙΕΣ ΥΠΟΣΤΗΡΙΞΗΣ ΛΟΓΙΣΜΙΚΟΥ,https://diavgeia.gov.gr/doc/ΨΜΛ5ΟΡΥΑ-ΩΘΠ,13300.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,ΨΜΛΧΟΡΥΑ-ΞΗ5,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΝΟΙΚΙΑ ΕΔΑΦΙΚΩΝ ΕΚΤΑΣΕΩΝ (ΑΓΡΟΤΕΜΑΧΙΩΝ),https://diavgeia.gov.gr/doc/ΨΜΛΧΟΡΥΑ-ΞΗ5,5200.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,Ω5Λ7ΟΡΥΑ-ΓΑ8,1578009600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΣΥΝΔΡΟΜΗ ΜΕΛΟΥΣ ΣΤΗΝ EUROHEAT & POWER ΕΤΟΥΣ 2020,https://diavgeia.gov.gr/doc/Ω5Λ7ΟΡΥΑ-ΓΑ8,2232.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,665ΛΟΡΥΑ-2Ρ8,1578355200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,https://diavgeia.gov.gr/doc/665ΛΟΡΥΑ-2Ρ8,80000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,66Ω4ΟΡΥΑ-Θ0Π,1578355200000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΠΡΟΜΗΘΕΙΑΣ ΠΟΛΥΗΛΕΚΤΡΟΛΥΤΗ,https://diavgeia.gov.gr/doc/66Ω4ΟΡΥΑ-Θ0Π,31800.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,619ΞΟΡΥΑ-ΡΘ2,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΝΤΑΛΛΑΚΤΙΚΑ ΜΗΧΑΝΩΝ & ΜΕΡΗ ΤΟΥΣ ΜΗΧΑΝΗΜΑΤΩΝ ΕΡΓΩΝ 2020,https://diavgeia.gov.gr/doc/619ΞΟΡΥΑ-ΡΘ2,10000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,68ΡΛΟΡΥΑ-ΟΓΜ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΜΗΧΑΝΟΛΟΓΙΚΑ ΑΝΤΑΛ/ΚΑ ΕΚΤΟΣ ΑΠΟ ΚΙΝΗΤΗΡΕΣ & ΜΕΡΗ ΤΟΥΣ ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ 2020,https://diavgeia.gov.gr/doc/68ΡΛΟΡΥΑ-ΟΓΜ,18000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6ΓΕ1ΟΡΥΑ-ΛΤ1,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΛΑΣΤΙΚΑ ΜΕΤΑΦΟΡΙΚΩΝ ΜΕΣΩΝ,https://diavgeia.gov.gr/doc/6ΓΕ1ΟΡΥΑ-ΛΤ1,10000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6Ν3ΗΟΡΥΑ-Ξ6Θ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΣΥΝΔΡΟΜΗ ΠΑΡΟΧΗΣ GPRS & ΣΥΝΤΗΡΗΣΗ ΛΟΓΙΣΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΔΙΑΧΕΙΡΙΣΗΣ ΟΧΗΜΑΤΩΝ 2020,https://diavgeia.gov.gr/doc/6Ν3ΗΟΡΥΑ-Ξ6Θ,2900.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6Π7ΙΟΡΥΑ-73Σ,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΔΕΣΜΕΥΣΗ ΠΙΣΤΩΣΗΣ ΓΙΑ ΤΗΝ ΥΠΗΡΕΣΙΑ ΓΙΑΤΡΟΥ ΕΡΓΑΣΙΑΣ ΕΤΟΥΣ 2020,https://diavgeia.gov.gr/doc/6Π7ΙΟΡΥΑ-73Σ,4800.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,6ΧΣ3ΟΡΥΑ-ΜΙ7,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΛΑΣΤΙΚΑ ΜΗΧΑΝΗΜΑΤΩΝ ΕΡΓΩΝ 2020,https://diavgeia.gov.gr/doc/6ΧΣ3ΟΡΥΑ-ΜΙ7,9000.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
50449,2020,1,other,Ψ230ΟΡΥΑ-95Ε,1578441600000,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΕΠΙΣΚΕΥΗ SOFT STARTER,https://diavgeia.gov.gr/doc/Ψ230ΟΡΥΑ-95Ε,2976.0,detail:extraFieldValues.amountWithVAT.amount,,090116804,111339,80903
