year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,37,0.0,0,0,37,0,37,0,37
2020,2,317,21775.02,4,5,312,5,312,5,312
2020,3,189,278116.18,13,28,161,22,167,28,161
2020,4,236,286170.38,9,32,204,20,216,36,200
2020,5,212,98066.53,4,17,195,5,207,30,182
2020,6,235,349524.01,9,26,209,13,222,30,205
2020,7,223,71246.34,5,12,211,7,216,14,209
2020,8,188,63725.49,5,9,179,5,183,9,179
2020,9,239,119367.36,9,14,225,10,229,27,212
2020,10,277,44657.37,4,8,269,5,272,11,266
2020,11,204,194437.74,14,25,179,17,187,29,175
2020,12,324,106562.26000000001,12,24,300,12,312,27,297
2021,1,247,15692.2,1,1,246,1,246,5,242
2021,2,161,163164.37,6,16,145,7,154,18,143
2021,3,271,583436.86,10,18,253,12,259,19,252
2021,4,308,81636.25,7,11,297,8,300,16,292
2021,5,245,99546.01999999999,9,14,231,10,235,28,217
2021,6,230,112125.81999999999,8,12,218,9,221,15,215
2021,7,272,381435.80000000005,8,13,259,8,264,14,258
2021,8,198,163134.02,5,10,188,6,192,15,183
2021,9,200,1066222.7,9,10,190,9,191,24,176
2021,10,191,65835.51000000001,9,12,179,12,179,12,179
2021,11,344,296864.83999999997,15,20,324,16,328,20,324
2021,12,354,881253.54,25,35,319,28,326,40,314
2022,1,35,1156057.87,0,2,33,0,35,1,34
2022,2,339,11018.64,1,1,338,1,338,1,338
2022,3,323,49973.08,4,5,318,5,318,9,314
2022,4,376,464500.51,22,40,336,40,336,43,333
2022,5,287,799968.43,12,16,271,13,274,30,257
2022,6,318,124967.77,20,28,290,28,290,30,288
2022,7,257,1137277.62,14,20,237,19,238,19,238
2022,8,216,119746.29000000001,11,11,205,11,205,24,192
2022,9,287,377976.9,9,13,274,10,277,18,269
2022,10,230,96104.37,12,13,217,13,217,15,215
2022,11,318,2136040.3,11,17,301,14,304,16,302
2022,12,506,414926.43000000005,15,23,483,17,489,25,481
2023,1,280,491832.15,1,2,278,1,279,2,278
2023,2,191,300276.32,4,5,186,4,187,4,187
2023,3,300,1481329.11,7,11,289,9,291,12,288
2023,4,261,170535.21000000002,13,19,242,19,242,25,236
2023,5,308,503220.32999999996,11,15,293,13,295,31,277
2023,6,277,736428.27,13,23,254,16,261,22,255
2023,7,342,6990100.13,17,24,318,21,321,24,318
2023,8,236,125493.82,8,13,223,10,226,40,196
2023,9,319,575309.03,20,26,293,25,294,34,285
2023,10,260,2558161.7199999997,13,21,239,20,240,21,239
2023,11,255,374651.59,10,14,241,13,242,19,236
2023,12,292,76879.59,12,16,276,14,278,16,276
2024,1,278,213.28,0,1,277,0,278,2,276
2024,2,364,2030355.5899999999,0,4,360,0,364,4,360
2024,3,294,1701685.42,4,6,288,4,290,7,287
2024,4,303,198032.81,21,25,278,25,278,26,277
2024,5,239,85324.87,14,18,221,18,221,35,204
2024,6,236,77151.02,8,13,223,11,225,26,210
2024,7,240,416338.36000000004,22,26,214,26,214,33,207
2024,8,253,328511.01,11,14,239,13,240,39,214
2024,9,315,130520.31999999999,15,20,295,20,295,29,286
2024,10,371,370049.7,18,28,343,25,346,32,339
2024,11,318,148384.3,16,25,293,24,294,29,289
2024,12,438,498004.73,28,38,400,33,405,39,399
2025,1,343,601.4000000000001,1,2,341,2,341,3,340
2025,2,329,209753.94,3,6,323,4,325,4,325
2025,3,338,261961.6,17,23,315,23,315,24,314
2025,4,335,396057.79999999993,17,20,315,19,316,36,299
2025,5,362,895040.27,22,37,325,33,329,40,322
2025,6,315,432915.03,24,33,282,32,283,45,270
2025,7,360,226349.14,15,24,336,24,336,30,330
2025,8,331,193884.94,18,28,303,27,304,41,290
2025,9,315,496471.27999999997,18,23,292,23,292,38,277
2025,10,323,1005300.6599999999,18,27,296,24,299,30,293
2025,11,413,665241.77,28,35,378,33,380,40,373
2025,12,631,777148.1799999999,41,61,570,59,572,66,565
2026,1,57,293294.99,0,2,55,0,57,2,55
2026,2,420,80115.84,3,3,417,3,417,3,417
2026,3,261,6891405.47,1,3,258,1,260,2,259
2026,4,409,101322.12000000001,6,9,400,9,400,24,385
2026,5,200,407418.62000000005,13,21,179,20,180,21,179
