year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2019,1,215,10907943.95,1,111,104,88,127,139,76
2019,2,297,19631786.32,1,166,131,157,140,210,87
2019,3,500,25391974.33,1,438,62,426,74,450,50
2019,4,500,28304889.349999998,1,411,89,397,103,432,68
2019,5,500,15989128.05,1,383,117,343,157,402,98
2019,6,500,21986950.59,2,388,112,356,144,399,101
2019,7,500,23552544.36,1,342,158,319,181,371,129
2019,8,302,15427038.02,1,262,40,259,43,263,39
2019,9,500,24108970.694799997,1,394,106,377,123,419,81
2019,10,500,26726745.38,1,376,124,365,135,405,95
2019,11,500,20897363.53,3,404,96,387,113,427,73
2019,12,500,28548563.97,1,337,163,330,170,376,124
2020,1,316,16351326.68,1,162,154,177,139,229,87
2020,2,236,8038390.58,1,143,93,141,95,179,57
2020,3,500,19664567.79,1,310,190,328,172,399,101
2020,4,500,16554557.72,1,344,156,361,139,419,81
2020,5,500,18878594.93,1,271,229,270,230,398,102
2020,6,500,18395882.18,1,302,198,299,201,402,98
2020,7,500,36835998.67,1,380,120,366,134,427,73
2020,8,500,28828574.82,1,247,253,273,227,377,123
2020,9,500,28123686.200000003,1,289,211,302,198,391,109
2020,10,500,44170978.92,2,300,200,290,210,400,100
2020,11,500,33963347.8,6,343,157,329,171,419,81
2020,12,500,74821433.54,5,319,181,314,186,400,100
2021,1,500,37251795.760000005,8,266,234,285,215,400,100
2021,2,500,26662676.79,1,332,168,325,175,427,73
2021,3,500,27879844.68,1,303,197,314,186,408,92
2021,4,500,21769545.909999996,1,330,170,325,175,388,112
2021,5,500,21182519.66,1,267,233,251,249,423,77
2021,6,500,63055904.8,2,312,188,299,201,372,128
2021,7,500,33885777.6,3,373,127,371,129,441,59
2021,8,500,47957090.28,1,317,183,319,181,397,103
2021,9,500,49706407.18,1,289,211,283,217,399,101
2021,10,500,19324937.7,1,293,207,265,235,349,151
2021,11,500,25203357.93,1,386,114,382,118,443,57
2021,12,500,30142978.720000003,1,338,162,347,153,377,123
2022,1,452,25172563.169999998,1,277,175,276,176,346,106
2022,2,500,41911365.55,1,411,89,406,94,468,32
2022,3,500,41246349.66,1,246,254,251,249,336,164
2022,4,500,29396167.12,1,315,185,309,191,373,127
2022,5,500,48991615.16,1,316,184,300,200,409,91
2022,6,500,18949437.26,2,326,174,322,178,415,85
2022,7,500,37640617.06,1,334,166,330,170,427,73
2022,8,500,16118664.870000001,1,327,173,314,186,405,95
2022,9,500,17605336.34,1,324,176,315,185,408,92
2022,10,500,48647565.300000004,1,335,165,326,174,402,98
2022,11,500,38718554.83,1,329,171,316,184,395,105
2022,12,500,53724162.53,1,287,213,283,217,357,143
2023,1,500,49340154.70999999,1,308,192,288,212,412,88
2023,2,500,27607681.240000002,1,389,111,392,108,443,57
2023,3,500,51548749.269999996,1,384,116,376,124,417,83
2023,4,500,27689959.36,2,343,157,340,160,430,70
2023,5,500,18514466.25,1,326,174,306,194,423,77
2023,6,500,40859163.12,1,253,247,224,276,386,114
2023,7,500,35990404.989999995,2,270,230,238,262,342,158
2023,8,500,26094013.9,1,186,314,118,382,276,224
2023,9,500,29359398.460000005,1,232,268,224,276,367,133
2023,10,500,20623146.6,1,387,113,372,128,444,56
2023,11,500,25323366.550000004,1,282,218,267,233,371,129
2023,12,500,62587427.349999994,1,302,198,293,207,379,121
2024,1,500,53851749.92,2,322,178,319,181,407,93
2024,2,500,21660400.410000004,1,295,205,287,213,413,87
2024,3,500,53041541.63000001,1,264,236,233,267,358,142
2024,4,500,38740293.269999996,1,370,130,361,139,431,69
2024,5,500,67315850.9,1,346,154,317,183,419,81
2024,6,500,68971657.69000001,1,343,157,321,179,429,71
2024,7,500,42727603.260000005,2,273,227,271,229,371,129
2024,8,500,24618884.71,1,249,251,209,291,301,199
2024,9,500,31384605.21,1,188,312,174,326,322,178
2024,10,500,22647058.380000003,1,224,276,228,272,332,168
2024,11,500,26568406.69,3,256,244,235,265,351,149
2024,12,500,39804798.89,1,262,238,235,265,338,162
2025,1,500,89931012.88,1,323,177,325,175,424,76
2025,2,500,52566122.21000001,1,374,126,362,138,417,83
2025,3,500,24351178.4,1,289,211,278,222,375,125
2025,4,500,24096963.17,3,295,205,285,215,343,157
2025,5,500,17821244.18,1,304,196,275,225,402,98
2025,6,500,28217068.59,1,240,260,211,289,355,145
2025,7,500,26815028.09,1,354,146,333,167,393,107
2025,8,500,22493092.42,2,278,222,272,228,334,166
2025,9,500,23872035.060000002,1,283,217,247,253,364,136
2025,10,500,45547800.64,1,275,225,262,238,352,148
2025,11,500,31597246.96,1,268,232,271,229,384,116
2025,12,500,59117064.55,1,380,120,367,133,396,104
2026,1,437,70823982.93,1,218,219,182,255,329,108
2026,2,500,70822592.65,2,323,177,297,203,399,101
2026,3,500,50845835.47,1,309,191,295,205,374,126
2026,4,500,48512303.35,1,281,219,269,231,389,111
2026,5,500,87805628.11,1,315,185,298,202,375,125
