year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,191,0.0,0,0,191,0,191,31,160
2020,2,192,0.0,0,0,192,0,192,26,166
2020,3,214,0.0,0,0,214,0,214,85,129
2020,4,142,0.0,0,0,142,0,142,12,130
2020,5,234,0.0,0,0,234,0,234,68,166
2020,6,153,0.0,0,0,153,0,153,18,135
2020,7,237,0.0,0,0,237,0,237,24,213
2020,8,184,0.0,0,0,184,0,184,10,174
2020,9,182,0.0,0,0,182,0,182,22,160
2020,10,152,0.0,0,0,152,0,152,18,134
2020,11,201,0.0,0,0,201,0,201,25,176
2020,12,268,0.0,0,0,268,0,268,19,249
2021,1,233,0.0,0,0,233,0,233,95,138
2021,2,242,0.0,0,0,242,0,242,96,146
2021,3,203,0.0,0,0,203,0,203,23,180
2021,4,185,0.0,0,0,185,0,185,22,163
2021,5,202,0.0,0,0,202,0,202,20,182
2021,6,115,0.0,0,0,115,0,115,20,95
2021,7,201,50226.47,0,1,200,0,201,18,183
2021,8,100,0.0,0,0,100,0,100,10,90
2021,9,218,0.0,0,0,218,0,218,18,200
2021,10,148,0.0,0,0,148,0,148,18,130
2021,11,204,0.0,0,0,204,0,204,23,181
2021,12,277,3649000.0,0,4,273,0,277,32,245
2022,1,336,0.0,0,0,336,0,336,149,187
2022,2,155,0.0,0,0,155,0,155,14,141
2022,3,158,0.0,0,0,158,0,158,23,135
2022,4,224,0.0,0,0,224,0,224,18,206
2022,5,166,0.0,0,0,166,0,166,27,139
2022,6,211,1950.0,0,1,210,0,211,34,177
2022,7,160,37800.0,0,3,157,0,160,19,141
2022,8,175,0.0,0,0,175,0,175,22,153
2022,9,166,0.0,0,0,166,0,166,23,143
2022,10,186,0.0,0,0,186,0,186,19,167
2022,11,165,0.0,0,0,165,0,165,14,151
2022,12,178,59900.0,0,1,177,0,178,17,161
2023,1,263,0.0,0,0,263,0,263,130,133
2023,2,237,0.0,0,0,237,0,237,34,203
2023,3,217,0.0,0,0,217,0,217,11,206
2023,4,190,0.0,0,0,190,0,190,11,179
2023,5,238,0.0,0,0,238,0,238,22,216
2023,6,238,0.0,0,0,238,0,238,54,184
2023,7,227,4000.0,0,1,226,0,227,20,207
2023,8,162,0.0,0,0,162,0,162,15,147
2023,9,228,0.0,0,0,228,0,228,28,200
2023,10,213,0.0,0,0,213,0,213,19,194
2023,11,272,0.0,0,0,272,0,272,36,236
2023,12,237,0.0,0,0,237,0,237,25,212
2024,1,360,0.0,0,0,360,0,360,151,209
2024,2,237,0.0,0,0,237,0,237,48,189
2024,3,146,0.0,0,0,146,0,146,17,129
2024,4,188,0.0,0,0,188,0,188,27,161
2024,5,203,0.0,0,0,203,0,203,35,168
2024,6,150,0.0,0,0,150,0,150,15,135
2024,7,227,0.0,0,0,227,0,227,20,207
2024,9,220,0.0,0,0,220,0,220,13,207
2024,10,222,0.0,0,0,222,0,222,12,210
2024,11,209,0.0,0,0,209,0,209,18,191
2024,12,205,0.0,0,0,205,0,205,33,172
2025,1,292,0.0,0,0,292,0,292,125,167
2025,2,255,0.0,0,0,255,0,255,81,174
2025,3,173,0.0,0,0,173,0,173,11,162
2025,4,211,0.0,0,0,211,0,211,19,192
2025,5,121,0.0,0,0,121,0,121,14,107
2025,6,224,0.0,0,0,224,0,224,23,201
2025,7,184,0.0,0,0,184,0,184,19,165
2025,8,175,0.0,0,0,175,0,175,32,143
2025,9,228,0.0,0,0,228,0,228,28,200
2025,10,225,0.0,0,0,225,0,225,12,213
2025,11,219,0.0,0,0,219,0,219,29,190
2025,12,234,0.0,0,0,234,0,234,21,213
2026,1,203,0.0,0,0,203,0,203,83,120
2026,2,289,0.0,0,0,289,0,289,103,186
2026,3,221,0.0,0,0,221,0,221,25,196
2026,4,235,0.0,0,0,235,0,235,19,216
2026,5,89,0.0,0,0,89,0,89,2,87
