ada,contract_id,decision_type,amount,issue_date
6ΨΕΘΟΡΣΜ-ΚΩΖ,contract:ea7a8f6db4a3,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,50226.47,1627516800000
ΨΥ10ΟΡΣΜ-53Λ,contract:f80b7163a03d,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,29500.0,1639094400000
ΩΓΛΕΟΡΣΜ-ΤΕΤ,contract:f80b7163a03d,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,29500.0,1639094400000
ΩΞΞΕΟΡΣΜ-ΝΙΓ,contract:e5aa1478cbd5,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,2190000.0,1640822400000
ΨΔ22ΟΡΣΜ-ΓΤ0,contract:8c28346abf8c,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1400000.0,1640908800000
629ΛΟΡΣΜ-ΣΟΘ,contract:3c484b940503,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,1950.0,1656374400000
65ΦΧΟΡΣΜ-ΒΥ4,contract:3c484b940503,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,1950.0,1657670400000
658ΦΟΡΣΜ-293,contract:995eb3230906,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,17925.0,1657152000000
6ΦΗΓΟΡΣΜ-0Λ6,contract:995eb3230906,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,17925.0,1657670400000
ΩΜΝΘΟΡΣΜ-ΨΣΞ,contract:1c5ec4b0fca2,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,59900.0,1672185600000
ΨΗΙ8ΟΡΣΜ-Θ19,contract:a7931336af7b,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,4000.0,1688601600000
ΨΕΡ8ΟΡΣΜ-Ν8Ρ,contract:4aa1d7b7660c,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1578355200000
6ΓΡ2ΟΡΣΜ-Θ6Η,contract:ab105b6852d8,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,0.0,1578441600000
6Η9ΖΟΡΣΜ-Ε4Δ,contract:c47aea959431,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,0.0,1578528000000
ΩΙΥΗΟΡΣΜ-Π4Φ,contract:d7a4c7c1ba8c,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,0.0,1578528000000
Ψ7ΙΗΟΡΣΜ-19Ε,contract:fd2ab24b3000,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1578614400000
Ω7Ζ6ΟΡΣΜ-ΣΤΟ,contract:2eae6fcdcc90,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1578614400000
ΨΩΡΜΟΡΣΜ-ΦΝΕ,contract:b7dcc7cc9726,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,0.0,1579478400000
64ΖΨΟΡΣΜ-52Μ,contract:e0ff62ba0fc3,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
661ΑΟΡΣΜ-ΦΤ4,contract:521c4fa43a7e,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
6Ι3ΞΟΡΣΜ-Π3Σ,contract:e7ff12cd7574,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
6Μ7ΨΟΡΣΜ-ΒΚΚ,contract:016a409456bc,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
6ΝΝΧΟΡΣΜ-Μ77,contract:09c94d9b83ad,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
6ΠΝΦΟΡΣΜ-ΚΥΒ,contract:e881515a8ae6,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
6ΧΓΦΟΡΣΜ-ΥΡΝ,contract:726268c83f39,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
9Π9ΠΟΡΣΜ-1ΨΟ,contract:aa9813edf3b7,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
9ΡΓΣΟΡΣΜ-ΦΔΛ,contract:8e8f4d1f5fdd,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
ΩΡΠΔΟΡΣΜ-ΒΩ9,contract:f215ac6a8ea9,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
ΩΥΑ7ΟΡΣΜ-Ι9Υ,contract:bcbb34e64bd8,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,0.0,1579737600000
