year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,782,0.0,0,0,782,0,782,0,782
2020,2,730,10201.0,0,1,729,0,730,0,730
2020,3,700,0.0,0,0,700,0,700,0,700
2020,4,644,0.0,0,0,644,0,644,0,644
2020,5,528,1298026.85,0,1,527,0,528,0,528
2020,6,685,3720.0,0,1,684,0,685,0,685
2020,7,536,16669.32,0,4,532,0,536,0,536
2020,8,589,17605.0,0,3,586,0,589,0,589
2020,9,954,0.0,0,0,954,0,954,0,954
2020,10,569,38243.42,0,7,562,0,569,0,569
2020,11,554,0.0,0,0,554,0,554,0,554
2020,12,1314,0.0,0,0,1314,0,1314,0,1314
2021,1,665,0.0,0,0,665,0,665,0,665
2021,2,896,831905.21,0,1,895,0,896,0,896
2021,3,843,0.0,0,0,843,0,843,0,843
2021,4,751,0.0,0,0,751,0,751,0,751
2021,5,795,4402.0,0,2,793,0,795,0,795
2021,6,588,0.0,0,0,588,0,588,0,588
2021,7,795,354431.03,0,2,793,0,795,0,795
2021,8,700,901454.4,0,2,698,0,700,0,700
2021,9,604,24904.16,0,1,603,0,604,0,604
2021,10,637,0.0,0,0,637,0,637,0,637
2021,11,678,0.0,0,0,678,0,678,0,678
2021,12,909,666090.8,0,4,905,0,909,0,909
2022,1,517,0.0,0,0,517,0,517,0,517
2022,2,640,0.0,0,0,640,0,640,0,640
2022,3,831,2149495.76,0,2,829,0,831,0,831
2022,4,713,341001.0,0,1,712,0,713,0,713
2022,5,749,900000.0,0,1,748,0,749,0,749
2022,6,661,0.0,0,0,661,0,661,0,661
2022,7,662,0.0,0,0,662,0,662,0,662
2022,8,518,0.0,0,0,518,0,518,0,518
2022,9,647,430590.06,0,2,645,0,647,0,647
2022,10,558,1640000.0,0,1,557,0,558,0,558
2022,11,742,663192.92,0,3,739,0,742,0,742
2022,12,1259,92926.0,0,2,1257,0,1259,0,1259
2023,1,797,0.0,0,0,797,0,797,0,797
2023,2,624,12202.0,0,1,623,0,624,0,624
2023,3,835,10000.0,0,1,834,0,835,0,835
2023,4,514,2199679.1,0,3,511,0,514,0,514
2023,5,769,3752981.39,0,2,767,0,769,0,769
2023,6,655,2198692.2,0,3,652,0,655,0,655
2023,7,658,0.0,0,0,658,0,658,0,658
2023,8,569,0.0,0,0,569,0,569,0,569
2023,9,542,0.0,0,0,542,0,542,0,542
2023,10,688,310000.0,0,1,687,0,688,0,688
2023,11,519,11202.0,0,1,518,0,519,0,519
2023,12,1277,0.0,0,0,1277,0,1277,0,1277
2024,1,971,0.0,0,0,971,0,971,0,971
2024,2,591,86.0,0,1,590,0,591,0,591
2024,3,658,0.0,0,0,658,0,658,0,658
2024,4,873,18600.0,0,1,872,0,873,0,873
2024,5,575,725806.45,0,1,574,0,575,0,575
2024,6,537,0.0,0,0,537,0,537,0,537
2024,7,778,0.0,0,0,778,0,778,0,778
2024,8,657,0.0,0,0,657,0,657,0,657
2024,9,780,0.0,0,0,780,0,780,0,780
2024,10,666,0.0,0,0,666,0,666,0,666
2024,11,802,2000.0,0,1,801,0,802,0,802
2024,12,1383,5000.0,0,1,1382,0,1383,0,1383
2025,1,1198,2154037.18,0,2,1196,0,1198,0,1198
2025,2,849,0.0,0,0,849,0,849,0,849
2025,3,935,0.0,0,0,935,0,935,0,935
2025,4,941,0.0,0,0,941,0,941,0,941
2025,5,1207,0.0,0,0,1207,0,1207,0,1207
2025,6,944,1700000.0,0,2,942,0,944,0,944
2025,7,1099,0.0,0,0,1099,0,1099,0,1099
2025,8,672,0.0,0,0,672,0,672,0,672
2025,9,808,2299001.66,0,4,804,0,808,0,808
2025,10,1031,1090993.55,0,3,1028,0,1031,0,1031
2025,11,976,59756.54,0,2,974,0,976,0,976
2025,12,1498,440968.0,0,5,1493,0,1498,0,1498
2026,1,578,0.0,0,0,578,0,578,0,578
2026,2,570,744719.8200000001,0,5,565,0,570,0,570
2026,3,1118,0.0,0,0,1118,0,1118,0,1118
2026,4,783,1394356.9,0,6,777,0,783,0,783
2026,5,458,3230000.0,0,10,448,0,458,0,458
