ada,contract_id,decision_type,amount,issue_date
Ω9Α9ΩΕΗ-ΣΤΕ,contract:3805575dec0e,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,10201.0,2020-02-12
9ΔΡΠΩΕΗ-ΕΟΨ,contract:6b192550e074,ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ,1298026.85,2020-05-04
ΨΒΨΔΩΕΗ-5Φ7,contract:ba354617fad0,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,3720.0,2020-06-26
69ΧΘΩΕΗ-Ρ7Σ,contract:d0134412e559,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,2201.0,2020-07-06
9ΒΟΚΩΕΗ-ΚΗΥ,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4984.8,2020-07-16
9ΠΝΝΩΕΗ-Ρ2Β,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4994.72,2020-07-16
6ΔΘΘΩΕΗ-ΡΙΦ,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4997.82,2020-10-13
ΩΘΝ1ΩΕΗ-ΓΛΣ,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4960.0,2020-10-15
6Ω8ΣΩΕΗ-9ΚΞ,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4960.0,2020-10-21
ΨΥ4ΣΩΕΗ-ΨΝΞ,contract:1dc12f283782,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,4997.2,2020-10-21
