year,month,decision_count,amount_total,supplier_count,amount_known_count,amount_missing_count,supplier_known_count,supplier_missing_count,detail_enriched_decision_count,search_only_decision_count
2020,1,123,0.0,0,0,123,0,123,0,123
2020,2,278,20000.0,0,1,277,0,278,0,278
2020,3,308,0.0,0,0,308,0,308,0,308
2020,4,302,176080.0,0,1,301,0,302,0,302
2020,5,370,0.0,0,0,370,0,370,0,370
2020,6,347,2967444.0,0,1,346,0,347,0,347
2020,7,345,0.0,0,0,345,0,345,0,345
2020,8,503,0.0,0,0,503,0,503,0,503
2020,9,307,0.0,0,0,307,0,307,0,307
2020,10,267,0.0,0,0,267,0,267,0,267
2020,11,299,0.0,0,0,299,0,299,0,299
2020,12,451,0.0,0,0,451,0,451,0,451
2021,1,287,0.0,0,0,287,0,287,0,287
2021,2,329,0.0,0,0,329,0,329,0,329
2021,3,312,0.0,0,0,312,0,312,0,312
2021,4,317,0.0,0,0,317,0,317,0,317
2021,5,231,0.0,0,0,231,0,231,0,231
2021,6,286,0.0,0,0,286,0,286,0,286
2021,7,287,0.0,0,0,287,0,287,0,287
2021,8,227,0.0,0,0,227,0,227,0,227
2021,9,280,0.0,0,0,280,0,280,0,280
2021,10,257,0.0,0,0,257,0,257,0,257
2021,11,333,0.0,0,0,333,0,333,0,333
2021,12,615,0.0,0,0,615,0,615,0,615
2022,1,115,0.0,0,0,115,0,115,0,115
2022,2,452,1426575.2,0,2,450,0,452,0,452
2022,3,479,1434962.58,0,3,476,0,479,0,479
2022,4,270,0.0,0,0,270,0,270,0,270
2022,5,310,3948284.0,0,2,308,0,310,0,310
2022,6,267,0.0,0,0,267,0,267,0,267
2022,7,291,0.0,0,0,291,0,291,0,291
2022,8,272,0.0,0,0,272,0,272,0,272
2022,9,278,14822972.4,0,3,275,0,278,0,278
2022,10,229,0.0,0,0,229,0,229,0,229
2022,11,332,1000000.0,0,1,331,0,332,0,332
2022,12,639,0.0,0,0,639,0,639,0,639
2023,1,135,569900.8,0,2,133,0,135,0,135
2023,2,179,0.0,0,0,179,0,179,0,179
2023,3,338,0.0,0,0,338,0,338,0,338
2023,4,263,0.0,0,0,263,0,263,0,263
2023,5,285,250000.0,0,1,284,0,285,0,285
2023,6,318,0.0,0,0,318,0,318,0,318
2023,7,293,610647.29,0,1,292,0,293,0,293
2023,8,284,3184100.0,0,2,282,0,284,0,284
2023,9,332,1089500.0,0,2,330,0,332,0,332
2023,10,276,0.0,0,0,276,0,276,0,276
2023,11,199,0.0,0,0,199,0,199,0,199
2023,12,565,2000.0,0,2,563,0,565,0,565
2024,1,403,0.0,0,0,403,0,403,0,403
2024,2,232,0.0,0,0,232,0,232,0,232
2024,3,425,3000000.0,0,1,424,0,425,0,425
2024,4,361,0.0,0,0,361,0,361,0,361
2024,5,294,0.0,0,0,294,0,294,0,294
2024,6,351,0.0,0,0,351,0,351,0,351
2024,7,358,0.0,0,0,358,0,358,0,358
2024,8,282,0.0,0,0,282,0,282,0,282
2024,9,318,150000.0,0,1,317,0,318,0,318
2024,10,326,0.0,0,0,326,0,326,0,326
2024,11,266,0.0,0,0,266,0,266,0,266
2024,12,831,0.0,0,0,831,0,831,0,831
2025,1,247,2706996.33,0,6,241,0,247,0,247
2025,2,318,0.0,0,0,318,0,318,0,318
2025,3,446,0.0,0,0,446,0,446,0,446
2025,4,299,0.0,0,0,299,0,299,0,299
2025,5,420,3685272.26,0,2,418,0,420,0,420
2025,6,334,10000000.0,0,1,333,0,334,0,334
2025,7,329,0.0,0,0,329,0,329,0,329
2025,8,370,0.0,0,0,370,0,370,0,370
2025,9,339,0.0,0,0,339,0,339,0,339
2025,10,334,0.0,0,0,334,0,334,0,334
2025,11,411,0.0,0,0,411,0,411,0,411
2025,12,779,0.0,0,0,779,0,779,0,779
2026,1,100,0.0,0,0,100,0,100,0,100
2026,2,143,0.0,0,0,143,0,143,0,143
2026,3,458,0.0,0,0,458,0,458,0,458
2026,4,421,0.0,0,0,421,0,421,0,421
2026,5,196,0.0,0,0,196,0,196,0,196
